user_genome	original_user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
ANG_161	Acidobacteria_ANG_161	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11741;s__											d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11741;s__	taxonomic classification defined by topology and ANI		GCA_013697915.1, s__UBA11741 sp013697915, 95.0, 82.86, 0.65; GCA_003488005.1, s__UBA11741 sp003488005, 95.0, 81.74, 0.68; GCA_002427845.1, s__UBA11741 sp002427845, 95.0, 77.74, 0.27; GCA_014380365.1, s__UBA11741 sp014380365, 95.0, 77.09, 0.21	89.93	11	0.974549872	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ANG_162	Acidobacteria_ANG_162	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	taxonomic novelty determined using RED			93.85	11	0.882916904	
ANG_205	Acidobacteria_ANG_205	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp001917435	GCA_001917435.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp001917435	99.62	0.93	GCA_001917435.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp001917435	99.62	0.93	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003225315.1, s__UBA7541 sp003225315, 95.0, 85.39, 0.75; GCA_001914785.1, s__UBA7541 sp001914785, 95.0, 85.23, 0.73; GCA_003224525.1, s__UBA7541 sp003224525, 95.0, 81.39, 0.56; GCA_003225295.1, s__UBA7541 sp003225295, 95.0, 80.98, 0.6; GCA_001919715.1, s__UBA7541 sp001919715, 95.0, 80.16, 0.5; GCA_003223215.1, s__UBA7541 sp003223215, 95.0, 79.04, 0.3; GCA_003224055.1, s__UBA7541 sp003224055, 95.0, 79.02, 0.45; GCA_013289835.1, s__UBA7541 sp013289835, 95.0, 78.89, 0.38; GCA_013289585.1, s__UBA7541 sp013289585, 95.0, 78.89, 0.38; GCA_003224075.1, s__UBA7541 sp003224075, 95.0, 78.88, 0.5; GCA_003223295.1, s__UBA7541 sp003223295, 95.0, 78.55, 0.32; GCA_003224145.1, s__UBA7541 sp003224145, 95.0, 78.49, 0.35; GCA_003224085.1, s__UBA7541 sp003224085, 95.0, 78.43, 0.29; GCA_003223255.1, s__UBA7541 sp003223255, 95.0, 78.07, 0.29; GCA_003224105.1, s__UBA7541 sp003224105, 95.0, 77.96, 0.28; GCA_003223245.1, s__UBA7541 sp003223245, 95.0, 77.88, 0.26; GCA_013289955.1, s__UBA7541 sp013289955, 95.0, 77.36, 0.2	93.13	11		
ANG_206	Acidobacteria_ANG_206	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__						GCA_003140235.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__Gp1-AA17 sp003140235	77.15	0.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__	taxonomic classification defined by topology and ANI			92.46	11	0.921423874	
ANG_235	Acidobacteria_ANG_235	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__						GCA_003225315.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003225315	94.45	0.83	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	taxonomic classification defined by topology and ANI		GCA_001914785.1, s__UBA7541 sp001914785, 95.0, 93.72, 0.82; GCA_001917435.1, s__UBA7541 sp001917435, 95.0, 85.23, 0.74; GCA_003224525.1, s__UBA7541 sp003224525, 95.0, 81.45, 0.57; GCA_003225295.1, s__UBA7541 sp003225295, 95.0, 80.58, 0.59; GCA_001919715.1, s__UBA7541 sp001919715, 95.0, 79.92, 0.5; GCA_003224055.1, s__UBA7541 sp003224055, 95.0, 79.06, 0.43; GCA_013289585.1, s__UBA7541 sp013289585, 95.0, 78.88, 0.38; GCA_013289835.1, s__UBA7541 sp013289835, 95.0, 78.85, 0.38; GCA_003224075.1, s__UBA7541 sp003224075, 95.0, 78.82, 0.52; GCA_003223295.1, s__UBA7541 sp003223295, 95.0, 78.66, 0.31; GCA_003223215.1, s__UBA7541 sp003223215, 95.0, 78.63, 0.3; GCA_003224145.1, s__UBA7541 sp003224145, 95.0, 78.59, 0.35; GCA_003224085.1, s__UBA7541 sp003224085, 95.0, 78.22, 0.27; GCA_003223255.1, s__UBA7541 sp003223255, 95.0, 77.93, 0.27; GCA_003223245.1, s__UBA7541 sp003223245, 95.0, 77.9, 0.26; GCA_003224105.1, s__UBA7541 sp003224105, 95.0, 77.89, 0.27; GCA_013289955.1, s__UBA7541 sp013289955, 95.0, 77.55, 0.21	89.74	11	0.992810717	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ANG_25	Acidobacteria_ANG_25	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	taxonomic classification fully defined by topology			92.44	11	0.90326725	
ANG_332	Acidobacteria_ANG_332	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA145;s__						GCA_003224835.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA145;s__Gp1-AA145 sp003224835	77.1	0.11	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA145;s__	taxonomic classification defined by topology and ANI		GCA_003224755.1, s__Gp1-AA145 sp003224755, 95.0, 78.96, 0.25; GCA_003224815.1, s__Gp1-AA145 sp003224815, 95.0, 77.77, 0.14; GCA_003224785.1, s__Gp1-AA145 sp003224785, 95.0, 77.49, 0.23	93.81	11	0.958814538	
ANG_342	Acidobacteria_ANG_342	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11741;s__						GCA_014380365.1	95.0	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11741;s__UBA11741 sp014380365	77.21	0.22	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11741;s__	taxonomic classification defined by topology and ANI		GCA_002427845.1, s__UBA11741 sp002427845, 95.0, 77.71, 0.27; GCA_003488005.1, s__UBA11741 sp003488005, 95.0, 77.53, 0.23; GCA_013697915.1, s__UBA11741 sp013697915, 95.0, 76.9, 0.22	93.15	11	0.957616809	
ANG_354	Acidobacteria_ANG_354	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__QIAB01;s__QIAB01 sp003225455	GCA_003225455.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__QIAB01;s__QIAB01 sp003225455	99.75	0.91	GCA_003225455.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__QIAB01;s__QIAB01 sp003225455	99.75	0.91	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments		89.56	11		
ANG_355	Acidobacteria_ANG_355	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__;s__	taxonomic classification fully defined by topology			86.82	11	0.90191033	
ANG_37	Acidobacteria_ANG_37	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	taxonomic classification fully defined by topology			84.34	11	0.829066747	
ANG_375	Acidobacteria_ANG_375	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA124;s__Gp1-AA124 sp003225075	GCA_003225075.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA124;s__Gp1-AA124 sp003225075	99.62	0.9	GCA_003225075.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA124;s__Gp1-AA124 sp003225075	99.62	0.9	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA124;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003225595.1, s__Gp1-AA124 sp003225595, 95.0, 77.8, 0.27	93.57	11		
ANG_38	Acidobacteria_ANG_38	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	taxonomic classification fully defined by topology			90.29	11	0.889524353	
ANG_40	Acidobacteria_ANG_40	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__	ANI		GCA_003131585.1, s__Sulfotelmatobacter sp003131585, 95.0, 78.15, 0.32; GCA_003225005.1, s__Sulfotelmatobacter sp003225005, 95.0, 78.04, 0.25; GCA_003138975.1, s__Sulfotelmatobacter sp003138975, 95.0, 77.92, 0.24; GCA_003225555.1, s__Sulfotelmatobacter sp003225555, 95.0, 77.91, 0.27; GCA_013289765.1, s__Sulfotelmatobacter sp013289765, 95.0, 77.85, 0.22; GCA_003136335.1, s__Sulfotelmatobacter sp003136335, 95.0, 77.81, 0.23; GCA_013289685.1, s__Sulfotelmatobacter sp013289685, 95.0, 77.8, 0.28; GCA_003168355.1, s__Sulfotelmatobacter sp003168355, 95.0, 77.77, 0.24; GCA_003134655.1, s__Sulfotelmatobacter sp003134655, 95.0, 77.75, 0.27; GCA_003156805.1, s__Sulfotelmatobacter sp003156805, 95.0, 77.74, 0.27; GCA_003131635.1, s__Sulfotelmatobacter sp003131635, 95.0, 77.72, 0.22; GCA_003140075.1, s__Sulfotelmatobacter sp003140075, 95.0, 77.63, 0.24; GCF_900290255.1, s__Sulfotelmatobacter kueseliae, 95.0, 77.63, 0.24; GCA_003165855.1, s__Sulfotelmatobacter sp003165855, 95.0, 77.59, 0.2; GCA_003164855.1, s__Sulfotelmatobacter sp003164855, 95.0, 77.55, 0.19; GCA_003166855.1, s__Sulfotelmatobacter sp003166855, 95.0, 77.54, 0.25; GCA_003134995.1, s__Sulfotelmatobacter sp003134995, 95.0, 77.5, 0.24	81.97	11	0.925914354	
ANG_421	Acidobacteria_ANG_421	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__											d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	taxonomic novelty determined using RED			91.38	11	0.91447116	
ANG_436	Acidobacteria_ANG_436	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003223215	GCA_003223215.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003223215	99.77	0.92	GCA_003223215.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003223215	99.77	0.92	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003224085.1, s__UBA7541 sp003224085, 95.0, 81.28, 0.56; GCA_003223255.1, s__UBA7541 sp003223255, 95.0, 81.12, 0.61; GCA_003223245.1, s__UBA7541 sp003223245, 95.0, 80.96, 0.61; GCA_003223295.1, s__UBA7541 sp003223295, 95.0, 80.19, 0.57; GCA_003225295.1, s__UBA7541 sp003225295, 95.0, 79.59, 0.28; GCA_003224105.1, s__UBA7541 sp003224105, 95.0, 79.44, 0.54; GCA_003224525.1, s__UBA7541 sp003224525, 95.0, 79.0, 0.3; GCA_003224145.1, s__UBA7541 sp003224145, 95.0, 78.71, 0.43; GCA_003225315.1, s__UBA7541 sp003225315, 95.0, 78.06, 0.29; GCA_001914785.1, s__UBA7541 sp001914785, 95.0, 78.04, 0.28; GCA_001919715.1, s__UBA7541 sp001919715, 95.0, 77.95, 0.27; GCA_003224075.1, s__UBA7541 sp003224075, 95.0, 77.91, 0.32; GCA_003224055.1, s__UBA7541 sp003224055, 95.0, 77.88, 0.29; GCA_001917435.1, s__UBA7541 sp001917435, 95.0, 77.88, 0.29; GCA_013289835.1, s__UBA7541 sp013289835, 95.0, 77.67, 0.26; GCA_013289585.1, s__UBA7541 sp013289585, 95.0, 77.51, 0.27	91.32	11		
ANG_437	Acidobacteria_ANG_437	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__JABCYV01;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__;s__	taxonomic novelty determined using RED			92.56	11	0.92962367	
ANG_442	Acidobacteria_ANG_442	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__20CM-2-55-15;f__20CM-2-55-15;g__20CM-2-55-15;s__20CM-2-55-15 sp003222815	GCA_003222815.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__20CM-2-55-15;f__20CM-2-55-15;g__20CM-2-55-15;s__20CM-2-55-15 sp003222815	95.11	0.84	GCA_003222815.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__20CM-2-55-15;f__20CM-2-55-15;g__20CM-2-55-15;s__20CM-2-55-15 sp003222815	95.11	0.84	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__20CM-2-55-15;f__20CM-2-55-15;g__20CM-2-55-15;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003223875.1, s__20CM-2-55-15 sp003223875, 95.0, 79.33, 0.2; GCA_001920875.1, s__20CM-2-55-15 sp001920875, 95.0, 78.39, 0.23	89.24	11		
ANG_459	Acidobacteria_ANG_459	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003225295	GCA_003225295.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003225295	99.71	0.94	GCA_003225295.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003225295	99.71	0.94	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001919715.1, s__UBA7541 sp001919715, 95.0, 94.7, 0.85; GCA_003224525.1, s__UBA7541 sp003224525, 95.0, 84.57, 0.65; GCA_003225315.1, s__UBA7541 sp003225315, 95.0, 80.44, 0.58; GCA_001917435.1, s__UBA7541 sp001917435, 95.0, 80.44, 0.61; GCA_001914785.1, s__UBA7541 sp001914785, 95.0, 80.33, 0.57; GCA_003223215.1, s__UBA7541 sp003223215, 95.0, 79.82, 0.28; GCA_003224055.1, s__UBA7541 sp003224055, 95.0, 79.13, 0.48; GCA_003224075.1, s__UBA7541 sp003224075, 95.0, 78.92, 0.54; GCA_013289585.1, s__UBA7541 sp013289585, 95.0, 78.85, 0.4; GCA_003224085.1, s__UBA7541 sp003224085, 95.0, 78.71, 0.25; GCA_013289835.1, s__UBA7541 sp013289835, 95.0, 78.68, 0.39; GCA_003223245.1, s__UBA7541 sp003223245, 95.0, 78.55, 0.22; GCA_003224145.1, s__UBA7541 sp003224145, 95.0, 78.47, 0.35; GCA_003223295.1, s__UBA7541 sp003223295, 95.0, 78.31, 0.29; GCA_003223255.1, s__UBA7541 sp003223255, 95.0, 78.06, 0.26; GCA_013289825.1, s__UBA7541 sp013289825, 95.0, 77.78, 0.21; GCA_003224105.1, s__UBA7541 sp003224105, 95.0, 77.48, 0.24	88.51	11		
ANG_461	Acidobacteria_ANG_461	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224145	GCA_003224145.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224145	99.59	0.9	GCA_003224145.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224145	99.59	0.9	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003223295.1, s__UBA7541 sp003223295, 95.0, 79.4, 0.5; GCA_003224075.1, s__UBA7541 sp003224075, 95.0, 78.97, 0.45; GCA_003224105.1, s__UBA7541 sp003224105, 95.0, 78.62, 0.35; GCA_003224525.1, s__UBA7541 sp003224525, 95.0, 78.61, 0.39; GCA_003223215.1, s__UBA7541 sp003223215, 95.0, 78.58, 0.44; GCA_003225315.1, s__UBA7541 sp003225315, 95.0, 78.57, 0.38; GCA_003223255.1, s__UBA7541 sp003223255, 95.0, 78.55, 0.42; GCA_003224085.1, s__UBA7541 sp003224085, 95.0, 78.51, 0.41; GCA_003225295.1, s__UBA7541 sp003225295, 95.0, 78.49, 0.37; GCA_003223245.1, s__UBA7541 sp003223245, 95.0, 78.41, 0.39; GCA_003224055.1, s__UBA7541 sp003224055, 95.0, 78.34, 0.35; GCA_013289585.1, s__UBA7541 sp013289585, 95.0, 78.34, 0.32; GCA_001914785.1, s__UBA7541 sp001914785, 95.0, 78.27, 0.33; GCA_001917435.1, s__UBA7541 sp001917435, 95.0, 78.15, 0.33; GCA_013289835.1, s__UBA7541 sp013289835, 95.0, 78.13, 0.32; GCA_001919715.1, s__UBA7541 sp001919715, 95.0, 77.93, 0.27; GCA_013289955.1, s__UBA7541 sp013289955, 95.0, 77.0, 0.14	86.74	11		
ANG_463	Acidobacteria_ANG_463	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__						GCA_003224135.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224135	79.42	0.45	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	taxonomic classification defined by topology and ANI			92.24	11	0.970217189	
ANG_465	Acidobacteria_ANG_465	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__						GCA_003224525.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224525	86.42	0.6	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	taxonomic classification defined by topology and ANI		GCA_003225295.1, s__UBA7541 sp003225295, 95.0, 83.77, 0.61; GCA_001919715.1, s__UBA7541 sp001919715, 95.0, 83.47, 0.54; GCA_001914785.1, s__UBA7541 sp001914785, 95.0, 81.22, 0.52; GCA_003225315.1, s__UBA7541 sp003225315, 95.0, 81.2, 0.53; GCA_001917435.1, s__UBA7541 sp001917435, 95.0, 81.19, 0.54; GCA_003224055.1, s__UBA7541 sp003224055, 95.0, 79.97, 0.48; GCA_003224075.1, s__UBA7541 sp003224075, 95.0, 79.74, 0.56; GCA_013289585.1, s__UBA7541 sp013289585, 95.0, 79.44, 0.41; GCA_013289835.1, s__UBA7541 sp013289835, 95.0, 79.39, 0.43; GCA_003224145.1, s__UBA7541 sp003224145, 95.0, 78.58, 0.36; GCA_003223295.1, s__UBA7541 sp003223295, 95.0, 78.22, 0.27; GCA_013289955.1, s__UBA7541 sp013289955, 95.0, 78.0, 0.22; GCA_003223215.1, s__UBA7541 sp003223215, 95.0, 77.99, 0.27; GCA_003224085.1, s__UBA7541 sp003224085, 95.0, 77.92, 0.25; GCA_003223245.1, s__UBA7541 sp003223245, 95.0, 77.83, 0.2; GCA_013289825.1, s__UBA7541 sp013289825, 95.0, 77.8, 0.18; GCA_003223255.1, s__UBA7541 sp003223255, 95.0, 77.71, 0.23; GCA_003224105.1, s__UBA7541 sp003224105, 95.0, 77.49, 0.23	87.79	11	0.972072278	
ANG_466	Acidobacteria_ANG_466	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA133;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__;s__	taxonomic novelty determined using RED			90.89	11	0.930232089	
ANG_467	Acidobacteria_ANG_467	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	taxonomic novelty determined using RED			93.09	11	0.921069239	
ANG_468	Acidobacteria_ANG_468	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	taxonomic classification defined by topology and ANI		GCA_003225315.1, s__UBA7541 sp003225315, 95.0, 87.03, 0.75; GCA_001914785.1, s__UBA7541 sp001914785, 95.0, 86.99, 0.75; GCA_001917435.1, s__UBA7541 sp001917435, 95.0, 85.45, 0.74; GCA_003224525.1, s__UBA7541 sp003224525, 95.0, 81.52, 0.54; GCA_003225295.1, s__UBA7541 sp003225295, 95.0, 80.88, 0.59; GCA_001919715.1, s__UBA7541 sp001919715, 95.0, 80.34, 0.51; GCA_003224055.1, s__UBA7541 sp003224055, 95.0, 79.51, 0.46; GCA_013289835.1, s__UBA7541 sp013289835, 95.0, 79.04, 0.39; GCA_003224075.1, s__UBA7541 sp003224075, 95.0, 79.04, 0.53; GCA_013289585.1, s__UBA7541 sp013289585, 95.0, 78.89, 0.4; GCA_003223295.1, s__UBA7541 sp003223295, 95.0, 78.86, 0.34; GCA_003224145.1, s__UBA7541 sp003224145, 95.0, 78.38, 0.35; GCA_003223215.1, s__UBA7541 sp003223215, 95.0, 78.22, 0.3; GCA_003224105.1, s__UBA7541 sp003224105, 95.0, 77.89, 0.25; GCA_003224085.1, s__UBA7541 sp003224085, 95.0, 77.76, 0.27; GCA_003223255.1, s__UBA7541 sp003223255, 95.0, 77.56, 0.27; GCA_013289825.1, s__UBA7541 sp013289825, 95.0, 77.54, 0.17; GCA_003223245.1, s__UBA7541 sp003223245, 95.0, 77.53, 0.22; GCA_013289955.1, s__UBA7541 sp013289955, 95.0, 77.34, 0.21	91.38	11	0.983275864	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ANG_490	Acidobacteria_ANG_490	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Gp22-AA2;f__Gp22-AA2;g__QHXZ01;s__						GCA_003223165.1	95.0	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Gp22-AA2;f__Gp22-AA2;g__QHXZ01;s__QHXZ01 sp003223165	78.75	0.44	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Gp22-AA2;f__Gp22-AA2;g__;s__	taxonomic classification defined by topology and ANI			85.94	11	0.86682233	
ANG_492	Acidobacteria_ANG_492	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224105	GCA_003224105.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224105	98.88	0.87	GCA_003224105.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224105	98.88	0.87	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003223295.1, s__UBA7541 sp003223295, 95.0, 80.69, 0.58; GCA_003224085.1, s__UBA7541 sp003224085, 95.0, 80.4, 0.55; GCA_003223255.1, s__UBA7541 sp003223255, 95.0, 80.16, 0.55; GCA_003223245.1, s__UBA7541 sp003223245, 95.0, 79.71, 0.53; GCA_003223215.1, s__UBA7541 sp003223215, 95.0, 79.65, 0.53; GCA_003224145.1, s__UBA7541 sp003224145, 95.0, 78.45, 0.39; GCA_003225315.1, s__UBA7541 sp003225315, 95.0, 77.96, 0.27; GCA_003224525.1, s__UBA7541 sp003224525, 95.0, 77.95, 0.26; GCA_003224075.1, s__UBA7541 sp003224075, 95.0, 77.78, 0.32; GCA_003224055.1, s__UBA7541 sp003224055, 95.0, 77.72, 0.25; GCA_001917435.1, s__UBA7541 sp001917435, 95.0, 77.7, 0.26; GCA_001914785.1, s__UBA7541 sp001914785, 95.0, 77.67, 0.24; GCA_013289835.1, s__UBA7541 sp013289835, 95.0, 77.63, 0.25; GCA_003225295.1, s__UBA7541 sp003225295, 95.0, 77.56, 0.26; GCA_013289585.1, s__UBA7541 sp013289585, 95.0, 77.55, 0.22	86.32	11		
