genome_id,Completeness,Contamination,GC,GC std,Genome size,# ambiguous bases,# scaffolds,# contigs,Longest scaffold,Longest contig,N50 (scaffolds),N50 (contigs),Mean scaffold length,Mean contig length,Coding density,Translation table,# predicted genes
mgm4762888.3,92.13483146067416,6.756594363996876,0.34019356755160285,0.015460928092775756,4699548,0,658,658,62269,62269,14543,14543,7142.170212765957,7142.170212765957,0.8678875074794427,11,4362
mgm4762876.3,90.57486631016042,9.017987360233349,0.48104319015287667,0.01578986325435059,2660838,0,578,578,25956,25956,6440,6440,4603.525951557093,4603.525951557093,0.8848430456871106,11,2662
mgm4762884.3,93.47532116294795,4.978794025447169,0.5106134312914312,0.019147480499637225,4089912,0,669,669,62825,62825,9760,9760,6113.470852017937,6113.470852017937,0.9233340472851249,11,4161
mgm4762895.3,93.36405529953917,0.9190988223246288,0.5166430509496533,0.017751999067888102,3980400,0,1157,1157,18782,18782,4383,4383,3440.276577355229,3440.276577355229,0.8670329615114059,11,4121
mgm4762906.3,92.28971962616822,3.7383177570093458,0.5101685041408773,0.018592425446433254,1143236,0,114,114,64241,64241,20286,20286,10028.38596491228,10028.38596491228,0.9268462504679699,11,1300
mgm4762898.3,94.31818181818181,2.435585804569762,0.6269330688607674,0.017058853414881527,3523995,0,464,464,92293,92293,20998,20998,7594.816810344828,7594.816810344828,0.8618644464592032,11,3141
mgm4762872.3,90.31508264462809,3.988413547237077,0.6323019679454202,0.015054633523722296,3494914,0,1047,1047,22584,22584,4338,4338,3338.026743075454,3338.026743075454,0.8985757589457137,11,3515
mgm4762901.3,85.20848310567936,5.140186915887851,0.306806211050434,0.020271415618235807,5201117,0,975,975,49142,49142,8071,8071,5334.4789743589745,5334.4789743589745,0.855539300500258,11,5454
mgm4762891.3,97.72727272727273,2.9745989304812834,0.658529320291385,0.015407464201529397,4109202,0,311,311,179188,179188,47843,47843,13212.868167202572,13212.868167202572,0.8897299280979616,11,3455
mgm4762893.3,85.47619047619048,7.4074074074074066,0.4696139246659336,0.011313467114922187,4104199,0,354,354,148970,148970,25425,25425,11593.782485875707,11593.782485875707,0.9065776293985744,11,3521
mgm4762897.3,96.61180124223603,4.1699604743083,0.6533787969422561,0.018258837155848938,3194643,0,414,414,66391,66391,12963,12963,7716.528985507246,7716.528985507246,0.9099026088361047,11,3199
mgm4762902.3,80.38815117466804,3.3707865168539324,0.5260148074173946,0.02403700464632121,4281773,0,571,571,75382,75382,11858,11858,7498.726795096322,7498.726795096322,0.8951882783136799,11,4265
mgm4762912.3,80.37383177570094,10.280373831775702,0.39912270470035527,0.015505905219937752,1328857,0,210,210,59658,59658,13080,13080,6327.890476190476,6327.890476190476,0.9235628814838617,11,1710
mgm4762913.3,82.49460819554278,2.803738317757009,0.42817888453948433,0.015528752761718185,1483728,0,328,328,26357,26357,6590,6590,4523.5609756097565,4523.5609756097565,0.9023217193447856,11,1667
mgm4762905.3,95.02262443438913,1.2820512820512822,0.6684664904629226,0.014069806124641667,2681744,0,471,471,33657,33657,9890,9890,5693.723991507431,5693.723991507431,0.9243719758485522,11,2506
mgm4762870.3,99.32432432432432,8.513513513513514,0.6577508015146425,0.012899646990822288,3985891,0,399,399,85759,85759,25487,25487,9989.701754385966,9989.701754385966,0.9046657322039162,11,3449
mgm4762892.3,87.03512396694215,8.522727272727273,0.6997058622585471,0.01755960858524985,5591258,0,1005,1005,38502,38502,9202,9202,5563.4407960199005,5563.4407960199005,0.9157720856379727,11,5459
mgm4762886.3,96.82432432432434,5.772620446533491,0.5766559230250623,0.014067344662148184,4977828,0,658,658,49793,49793,11243,11243,7565.088145896657,7565.088145896657,0.8838967517559867,11,4355
mgm4762911.3,96.49122807017544,9.633173843700158,0.6592699275698465,0.014749396725964177,4796483,0,823,823,50161,50161,10440,10440,5828.047387606318,5828.047387606318,0.8922099796872,11,4278
mgm4762873.3,89.56043956043956,3.5258858788270553,0.5930699437070452,0.013362125215083665,4062853,0,509,509,83147,83147,16136,16136,7982.029469548133,7982.029469548133,0.9122577164371932,11,3754
mgm4762877.3,89.92831541218638,2.6344086021505375,0.5244671195660368,0.01780713700065361,3316410,0,363,363,104581,104581,18300,18300,9136.11570247934,9136.11570247934,0.9045446733063764,11,3228
mgm4762890.3,95.56159420289856,2.76268115942029,0.5754657593962956,0.019055211647434497,5165972,0,832,832,46104,46104,9351,9351,6209.100961538462,6209.100961538462,0.8450150329889515,11,4758
mgm4762900.3,95.45454545454545,4.855371900826446,0.6714536451962675,0.014125269123956338,4680475,0,535,535,71462,71462,20734,20734,8748.55140186916,8748.55140186916,0.9087799849374262,11,4037
mgm4762885.3,92.98007246376811,21.7967720685112,0.5578495640543836,0.016620156018315967,5819992,0,1485,1485,31451,31451,5687,5687,3919.186531986532,3919.186531986532,0.831210077264711,11,5606
mgm4762903.3,83.30365622032288,7.934472934472935,0.6828901670608415,0.01581243737078566,4205833,0,1327,1327,39346,39346,4270,4270,3169.4295403165033,3169.4295403165033,0.9203988841211718,11,4295
mgm4762915.3,86.20071684587813,12.696222183888217,0.4061098871901604,0.016358540936941758,1806580,0,449,449,34304,34304,7255,7255,4023.563474387528,4023.563474387528,0.9090851221645319,11,2117
mgm4762904.3,90.8974358974359,3.8461538461538463,0.4691134116839403,0.02531799616993407,4148532,0,549,549,107666,107666,17732,17732,7556.524590163935,7556.524590163935,0.9084413474453132,11,3694
mgm4762925.3,92.05607476635514,0.9345794392523364,0.49006659687979726,0.014841242466583134,1068969,0,132,132,98371,98371,14980,14980,8098.25,8098.25,0.9375931388094509,11,1204
mgm4762917.3,96.23655913978494,5.376344086021505,0.504288465483809,0.02287155032412175,2115442,0,113,113,283568,283568,63174,63174,18720.725663716814,18720.725663716814,0.9427443531895462,11,1914
mgm4762908.3,79.56214689265538,12.580893682588597,0.406410692860366,0.013388023459267186,6497644,0,1117,1117,99771,99771,15339,15339,5817.049239033125,5817.049239033125,0.8994824893453689,11,5719
mgm4762868.3,99.93535875888817,5.4945054945054945,0.5095569455584763,0.017134541552066396,5469373,0,383,383,205907,205907,42283,42283,14280.347258485639,14280.347258485639,0.9032872689428935,11,4839
mgm4762879.3,91.3978494623656,9.56989247311828,0.5128765110408202,0.015646502885751302,7535038,0,1369,1369,44898,44898,10192,10192,5504.045288531775,5504.045288531775,0.8029907745654369,11,7152
mgm4762882.3,98.0,7.814901960784315,0.5938428668354007,0.015036358692243191,4084141,0,556,556,84741,84741,19884,19884,7345.577338129497,7345.577338129497,0.9179849569346406,11,4067
mgm4762937.3,87.85046728971963,2.4442846872753416,0.47934782608695653,0.015490355474972461,961400,0,164,164,60788,60788,9627,9627,5862.195121951219,5862.195121951219,0.9341616392760558,11,1128
mgm4762935.3,81.30841121495327,0.9345794392523364,0.41289787490469576,0.021278970091665333,925982,0,109,109,57612,57612,17679,17679,8495.247706422018,8495.247706422018,0.9282340261473765,11,1244
mgm4762927.3,93.45794392523365,5.319913731128685,0.4080711203743823,0.023178483463756297,3588845,0,837,837,110932,110932,7438,7438,4287.747909199522,4287.747909199522,0.9112282642465751,11,3699
mgm4762881.3,84.90163325909428,9.901633259094282,0.6251207446503722,0.019760600692410913,3926675,0,1511,1511,13696,13696,3235,3235,2598.7260092653873,2598.7260092653873,0.830456556756034,11,4622
mgm4762921.3,92.24305106658048,4.495504495504496,0.4704612970202837,0.023391304694791358,3600175,0,851,851,39567,39567,5949,5949,4230.522914218566,4230.522914218566,0.920958564514225,11,3536
mgm4762907.3,87.70661157024794,6.651069518716579,0.6544312639243833,0.012379507760005678,5151036,0,1276,1276,22015,22015,5820,5820,4036.862068965517,4036.862068965517,0.8755644495592732,11,4629
mgm4762931.3,95.16129032258064,8.02234872443601,0.5161811198214694,0.02115243180432996,2236928,0,199,199,123721,123721,25143,25143,11240.844221105528,11240.844221105528,0.9084440804531929,11,1898
mgm4762939.3,92.67912772585669,4.205607476635514,0.5399774963586798,0.02187162169002538,3011957,0,469,469,225990,225990,41783,41783,6422.08315565032,6422.08315565032,0.880415623463416,11,2951
mgm4762909.3,80.0,5.238095238095238,0.3719882660974405,0.012268871644161072,5323719,0,360,360,149766,149766,33652,33652,14788.108333333334,14788.108333333334,0.8917867378049067,11,4241
mgm4762929.3,88.66133866133868,7.6923076923076925,0.6831407108553628,0.01557056587776608,3698080,0,626,626,53383,53383,9780,9780,5907.476038338658,5907.476038338658,0.9041305217842772,11,3280
mgm4762910.3,84.3332350628931,4.323899371069182,0.533452985171508,0.03060929332388913,4182691,0,1472,1472,20490,20490,3432,3432,2841.5020380434785,2841.5020380434785,0.8802820959042874,11,5001
mgm4762932.3,93.6,5.2,0.31918875982132494,0.019668860590050855,2179823,0,310,310,63379,63379,16933,16933,7031.687096774193,7031.687096774193,0.8963480062372037,11,2649
mgm4762874.3,85.73732718894009,8.064516129032258,0.6041068427156004,0.01742731769153423,5752643,0,993,993,57906,57906,11949,11949,5793.195367573011,5793.195367573011,0.8580329076565328,11,5551
mgm4762920.3,96.5909090909091,3.4759358288770055,0.5126364311604666,0.020526718082398376,4934265,0,774,774,66345,66345,12339,12339,6375.019379844961,6375.019379844961,0.8828625945302897,11,4531
mgm4762941.3,91.20879120879121,5.4945054945054945,0.664217853092033,0.019667732704154554,3069922,0,436,436,65653,65653,12721,12721,7041.105504587156,7041.105504587156,0.8334273639525694,11,2708
mgm4762950.3,90.42655164150491,9.8490294751977,0.5798494925488121,0.02070631102701086,2170258,0,485,485,98181,98181,10007,10007,4474.758762886598,4474.758762886598,0.9075579954088407,11,2578
mgm4762928.3,93.44262295081967,4.517304189435336,0.6042466580293505,0.022023659881008073,3474073,0,645,645,34192,34192,8117,8117,5386.1596899224805,5386.1596899224805,0.9340085830090502,11,3291
mgm4762924.3,97.1590909090909,1.3946280991735538,0.6989702559841364,0.01606806012549744,4852371,0,194,194,256653,256653,69396,69396,25012.221649484534,25012.221649484534,0.8938640512030098,11,3841
mgm4762940.3,98.9010989010989,4.695304695304695,0.6726156580076099,0.017079298997843353,4105682,0,627,627,60081,60081,10564,10564,6548.13716108453,6548.13716108453,0.9102227108675246,11,3769
mgm4762945.3,80.20508902861843,1.8315018315018314,0.5356855229953952,0.01814904657255588,2643551,0,666,666,21280,21280,5478,5478,3969.2957957957956,3969.2957957957956,0.9357224430321185,11,2907
mgm4762919.3,92.4731182795699,1.4193548387096777,0.4770476488989681,0.021327899349405047,4881330,0,969,969,35464,35464,7557,7557,5037.492260061919,5037.492260061919,0.856430317147171,11,4468
mgm4762871.3,80.72727272727273,6.363636363636363,0.5798694809069213,0.01913675783595399,6704000,0,1021,1021,55783,55783,10994,10994,6566.111655239961,6566.111655239961,0.8926846658711217,11,6266
mgm4762914.3,90.67460317460316,4.662698412698412,0.5834469477602442,0.017828466805753167,3700381,0,551,551,47222,47222,11924,11924,6715.7549909255895,6715.7549909255895,0.8941644117186852,11,3661
mgm4762944.3,86.13928329952671,8.045977011494253,0.48058433487934826,0.017710622187155196,3131492,0,635,635,57430,57430,6724,6724,4931.483464566929,4931.483464566929,0.9365315319342984,11,3413
mgm4762922.3,92.57296466973887,6.129032258064516,0.48714093347941584,0.01911012417309481,5291986,0,592,592,69853,69853,17533,17533,8939.16554054054,8939.16554054054,0.8744119882403317,11,5029
mgm4762916.3,85.10019392372334,11.182934712346476,0.528880808249666,0.01718700307837303,5646968,0,1156,1156,38915,38915,8684,8684,4884.920415224913,4884.920415224913,0.858114478424528,11,5492
mgm4762952.3,91.30122214234365,5.140186915887851,0.3950982086116667,0.01548385081601597,4439071,0,374,374,104278,104278,34608,34608,11869.173796791443,11869.173796791443,0.9065302176964505,11,4410
mgm4762918.3,93.39080459770115,1.3215317474952364,0.7026460078191233,0.015527755718185259,5925984,0,850,850,65714,65714,10290,10290,6971.745882352941,6971.745882352941,0.8503435041336594,11,4648
mgm4762942.3,88.01198801198801,8.371040723981901,0.5943513906757879,0.014208217585805264,5925069,0,806,806,158420,158420,23360,23360,7351.20223325062,7351.20223325062,0.8921074168081418,11,5749
mgm4762943.3,85.05376344086022,6.774193548387097,0.5834115701552888,0.01393433183659672,5066881,0,889,889,46901,46901,9540,9540,5699.528683914511,5699.528683914511,0.8526578776963579,11,4914
mgm4762956.3,95.90605472958414,7.6923076923076925,0.5207384621213735,0.020477269101819316,3378264,0,483,483,60149,60149,15446,15446,6994.335403726708,6994.335403726708,0.917971182832366,11,3173
mgm4762936.3,95.96774193548387,5.40552995391705,0.5756723886994837,0.020594632552021874,4764915,0,792,792,51720,51720,10456,10456,6016.306818181818,6016.306818181818,0.8663535446067768,11,4712
mgm4762948.3,86.93548387096774,4.754224270353302,0.6200522306864457,0.012857804551697915,4741657,0,552,552,49867,49867,15547,15547,8589.958333333334,8589.958333333334,0.9085555956493689,11,4501
mgm4762930.3,84.2497022628027,9.781659388646288,0.6987032605307707,0.018828823230346434,3615761,0,962,962,19312,19312,5261,5261,3758.587318087318,3758.587318087318,0.8937034278537769,11,3940
mgm4762964.3,81.77570093457943,4.02588066139468,0.4411375987360493,0.014963534628511984,3712803,0,969,969,47622,47622,6202,6202,3831.5820433436534,3831.5820433436534,0.8738904272594048,11,4781
mgm4762947.3,83.52272727272727,5.113636363636363,0.6318930519312779,0.011669617033269523,5860938,0,1211,1211,49996,49996,7913,7913,4839.750619322874,4839.750619322874,0.8607997559435026,11,5224
mgm4762963.3,88.22452057746175,13.736263736263735,0.6599133392726978,0.011511125417402636,2963280,0,606,606,54162,54162,8425,8425,4889.9009900990095,4889.9009900990095,0.9061766016036285,11,2808
mgm4762926.3,88.36363636363636,8.181818181818182,0.5281863538125072,0.015886384126944812,4033317,0,608,608,45556,45556,11267,11267,6633.745065789473,6633.745065789473,0.9146553568688005,11,3735
mgm4762959.3,92.24305106658048,7.6923076923076925,0.45315212520293097,0.01679757754192194,4228655,0,868,868,47152,47152,8752,8752,4871.722350230415,4871.722350230415,0.8902755131359735,11,3925
mgm4762951.3,92.04545454545455,9.659090909090908,0.6320520088822084,0.012909170294452429,4982995,0,719,719,75948,75948,16413,16413,6930.452016689847,6930.452016689847,0.8822386937976057,11,4525
mgm4762949.3,93.9784946236559,1.935483870967742,0.5860143087604771,0.0197531234343724,4259768,0,573,573,55639,55639,12345,12345,7434.1500872600345,7434.1500872600345,0.906597964959594,11,3973
mgm4762958.3,89.04761904761905,3.1746031746031744,0.48103299331790145,0.01942940512139655,3149759,0,218,218,109376,109376,36042,36042,14448.435779816513,14448.435779816513,0.9415806098180844,11,2714
mgm4762961.3,82.72481406355645,11.912225705329153,0.5037595874898264,0.020533971464639336,4614868,0,1001,1001,44064,44064,7581,7581,4610.257742257742,4610.257742257742,0.9397785592133946,11,5012
mgm4762946.3,92.24194608809994,0.9861932938856015,0.6510228040047273,0.020760414147320026,3047798,0,595,595,24238,24238,8117,8117,5122.349579831933,5122.349579831933,0.8845697779183529,11,3100
mgm4762955.3,94.51612903225806,6.648745519713261,0.5695207777003117,0.025052896188795977,5321330,0,1033,1033,50191,50191,8354,8354,5151.3359148112295,5151.3359148112295,0.8767172868437026,11,5070
mgm4762938.3,94.0494526570476,10.889112645441761,0.6974975805619228,0.013108224729868254,4892665,0,615,615,62313,62313,18626,18626,7955.552845528456,7955.552845528456,0.9003222170330485,11,4837
mgm4762960.3,81.25404007756948,5.4945054945054945,0.4708730317928332,0.013662843235503914,3943373,0,264,264,157364,157364,31045,31045,14937.01893939394,14937.01893939394,0.8963998586996462,11,3496
mgm4762953.3,95.04,6.254117647058823,0.5739663247511102,0.024611913310065535,3995041,0,711,711,36811,36811,8827,8827,5618.904360056259,5618.904360056259,0.9320317363451339,11,3935
mgm4762923.3,85.45454545454545,3.1818181818181817,0.6192036788295239,0.01894942131300395,7206640,0,461,461,180085,180085,35917,35917,15632.624728850325,15632.624728850325,0.861014841868055,11,5696
mgm4762954.3,94.03190319031904,7.541254125412541,0.5298834379287648,0.015707124987597913,4437893,0,1064,1064,29804,29804,5723,5723,4170.952067669173,4170.952067669173,0.8896021152380195,11,4497
mgm4762962.3,82.66820276497697,8.146441372247823,0.6360439947080828,0.022851622304911737,2523849,0,983,983,15144,15144,3290,3290,2567.4964394710073,2567.4964394710073,0.9005182164226149,11,3111
mgm4762965.3,82.64192139737992,2.954876273653566,0.7016824641143358,0.07114685324366851,3756514,0,421,421,69315,69315,16078,16078,8922.836104513064,8922.836104513064,0.8523809574515095,11,3471
mgm4762957.3,88.28725038402459,1.7741935483870968,0.6674948910612195,0.01390271698862058,6966711,0,1356,1356,41308,41308,7955,7955,5137.692477876106,5137.692477876106,0.9043405130484098,11,6999
